candidate,total_return,annualized_return,sharpe,sortino,max_drawdown,calmar,exposure,trade_count,execution_count,rebalance_count,win_rate,average_trade_return,median_trade_return,profit_factor,average_holding_days,turnover,capital_efficiency,equal_weight_baseline_return,topology,market,coverage,nominal_coverage,realized_coverage,reliability_threshold,useful_alpha_threshold,mean_seed_vote_fraction,mean_seed_rank_std,mean_neighbor_overlap,reliability_row_count,reliability_useful_trade_rate,reliability_brier,reliability_brier_skill,reliability_confidence_brier,reliability_log_loss,reliability_roc_auc,reliability_average_precision,reliability_expected_calibration_error,reliability_reliability_alpha_spearman,reliability_reliability_negative_error_spearman,reliability_top_quartile_realized_alpha,reliability_bottom_quartile_realized_alpha,reliability_top_bottom_alpha_spread,reliability_direction_accuracy,reliability_interval_coverage,reliability_mean_prediction_error,reliability_mean_predicted_error,reliability_mean_shift_score
global_global__coverage_075,0.05000912859077866,0.050213288860206484,0.3367322121295295,0.3775488322953277,-0.20654316498976255,0.2431128082243503,0.974276838556216,77,77,0,0.5974025974025974,0.0029768681482833384,0.008962383806201402,1.0914051570679564,9.675324675324676,26.653908669474596,0.05132948522607532,0.3180133915467731,global_global,US,coverage_075,0.75,0.8910934744268078,0.3932038834951456,0.002,0.41321281599059373,0.18665660551914687,0.006549140930885103,4536.0,0.48037918871252205,0.25757027451543646,-0.03186786535804953,0.25850096514643356,0.7094802532786435,0.5180549554771576,0.4908985099646934,0.09586368921022077,0.05043883162110842,-0.15078767427547535,0.011758214685372166,-0.01591138273205473,0.027669597417426896,0.556657848324515,0.18981481481481483,0.11224601172058687,0.09529051161602824,0.6621660735219941
global_global__coverage_075,0.02817423452450596,0.028990771513288216,0.26535318529731816,0.3450331254187846,-0.11792514312452262,0.24584046069526935,0.946306218521608,79,79,0,0.5822784810126582,0.0013993714541525421,0.004880532138438198,1.0709566411386955,8.886075949367088,27.181017385812947,0.029772851507329102,0.17042431711565031,global_global,India,coverage_075,0.75,0.8701445347786811,0.475238922675934,0.004,0.31579343571213486,0.16339006521236552,0.0071037488520735385,4428.0,0.46296296296296297,0.25734887703468406,-0.03507449981672761,0.2733435607115398,0.721205633673646,0.4725477445691194,0.45534406489653356,0.17053699662684732,-0.07664726782178696,0.01782166037307493,0.008977169362104558,0.011741895628828792,-0.0027647262667242333,0.5200993676603433,0.19896115627822944,0.09004190525189934,0.07148571607923754,0.6840432476614601
global_global__coverage_075,0.8521924868945283,0.9050402537966902,2.215575630692892,5.337239592395272,-0.1111240697673962,8.144412418399645,0.9639608685861677,50,50,0,0.54,0.04384877234634652,0.006713335131399045,3.803557204516276,14.24,21.19973047207932,0.8840529887322407,0.17879546020138726,global_global,China,coverage_075,0.75,0.9843893480257117,0.46190476190476193,0.004,0.4224823997551271,0.1825261836450578,0.006768085307899865,4356.0,0.4671717171717172,0.2490981084812253,-0.0006681743178948985,0.2877560343751439,0.6913470354959355,0.4975872468763464,0.4659736784397571,0.005973151427654366,0.008456372531567934,0.10009566641650758,0.03348828958892199,0.03298074473481644,0.0005075448541055488,0.5599173553719008,0.13544536271809,0.14319454869264783,0.08742240774221606,1.2242161258908089
global_global__coverage_075,0.04410890678915891,0.04446951071721483,0.31485243346752184,0.5335575403025917,-0.11409311426794544,0.3897650704211567,0.9799199883958299,45,45,0,0.5333333333333333,0.0037203992466681973,0.0062178011427882485,1.119909903836553,16.6,15.267227043859604,0.04501276360467658,-0.14046837511912347,global_global,Brazil,coverage_075,0.75,0.9660026560424967,0.4576923076923077,0.003,0.6461266046923417,0.17908392846159446,0.008685821226555328,3765.0,0.4547144754316069,0.2449076329038626,0.01243209680279389,0.2785612023428774,0.7150157808463672,0.5205588698553747,0.4651448505977261,0.011114672040970108,0.2044099337202257,0.3142796311888713,0.010158953994795099,0.00519020944071611,0.004968744554078989,0.4818061088977424,0.14103585657370518,0.1334534593609468,0.18334627549540816,0.8512395874245862
global_global__coverage_075,-0.16773597453180356,-0.16593628687122974,-0.8176650102323787,-1.3552905357646057,-0.23127606117740962,-0.7174814636087288,0.9827682434097811,57,57,0,0.42105263157894735,-0.008271435483504112,-0.008865454564330744,0.6860389145734337,13.368421052631579,17.671473959120924,-0.1706770397360747,-0.037308999784256835,global_global,France,coverage_075,0.75,0.9338235294117647,0.3941368078175895,0.004,0.5706954656862745,0.16568811938323505,0.011411788228094936,4352.0,0.45197610294117646,0.25678009261172136,-0.035734105232839486,0.26973632320226465,0.731272335751796,0.4768764275109537,0.42940911400528947,0.1155600392373743,-0.0067482892376177685,0.25443851515429045,-0.010766736339171596,-0.0215307638302546,0.010764027491083003,0.4625459558823529,0.16681985294117646,0.11607202089013588,0.09731226264572335,1.0579038977776833
global_global__coverage_075,0.061784100984415335,0.0615325315748263,0.4259182112794169,0.8394559452805296,-0.12200075381009223,0.5043618965716272,0.9715636619086866,62,62,0,0.45161290322580644,0.003407758073914594,-0.004328469148142944,1.1736607032179585,12.0,22.84285044943564,0.063592437023671,-0.04404860734365357,global_global,UK,coverage_075,0.75,0.7029657089898054,0.46729776247848526,0.005,0.3730305838739574,0.17972002988169436,0.010509779106820816,4316.0,0.4453197405004634,0.24463808912031657,0.009738745020241524,0.2779498647003174,0.6850058124671946,0.5622132855551991,0.4799672940301194,0.26220081529975325,0.14278819493349681,0.07254887473525799,0.0024801891245787053,-0.033706526056978145,0.03618671518155685,0.566728452270621,0.198563484708063,0.09828650873610575,0.08365685568793456,0.690255798328677
global_global__coverage_050,0.0931160830257256,0.09350389187600583,0.5224548247455223,0.6151414312547494,-0.19211186355106002,0.4867158651613106,0.9743523058004778,74,74,0,0.6216216216216216,0.00458964583972349,0.012657439206101184,1.172241509902505,10.067567567567568,26.42483859961412,0.09556716032936999,0.3180133915467731,global_global,US,coverage_050,0.5,0.7162698412698413,0.46060606060606063,0.002,0.41321281599059373,0.18665660551914687,0.006549140930885103,4536.0,0.48037918871252205,0.25757027451543646,-0.03186786535804953,0.25850096514643356,0.7094802532786435,0.5180549554771576,0.4908985099646934,0.09586368921022077,0.05043883162110842,-0.15078767427547535,0.011758214685372166,-0.01591138273205473,0.027669597417426896,0.556657848324515,0.18981481481481483,0.11224601172058687,0.09529051161602824,0.6621660735219941
global_global__coverage_050,0.02817423452450596,0.028990771513288216,0.26535318529731816,0.3450331254187846,-0.11792514312452262,0.24584046069526935,0.946306218521608,79,79,0,0.5822784810126582,0.0013993714541525421,0.004880532138438198,1.0709566411386955,8.886075949367088,27.181017385812947,0.029772851507329102,0.17042431711565031,global_global,India,coverage_050,0.5,0.8701445347786811,0.475238922675934,0.004,0.31579343571213486,0.16339006521236552,0.0071037488520735385,4428.0,0.46296296296296297,0.25734887703468406,-0.03507449981672761,0.2733435607115398,0.721205633673646,0.4725477445691194,0.45534406489653356,0.17053699662684732,-0.07664726782178696,0.01782166037307493,0.008977169362104558,0.011741895628828792,-0.0027647262667242333,0.5200993676603433,0.19896115627822944,0.09004190525189934,0.07148571607923754,0.6840432476614601
global_global__coverage_050,0.8521924868945283,0.9050402537966902,2.215575630692892,5.337239592395272,-0.1111240697673962,8.144412418399645,0.9639608685861677,50,50,0,0.54,0.04384877234634652,0.006713335131399045,3.803557204516276,14.24,21.19973047207932,0.8840529887322407,0.17879546020138726,global_global,China,coverage_050,0.5,0.9843893480257117,0.46190476190476193,0.004,0.4224823997551271,0.1825261836450578,0.006768085307899865,4356.0,0.4671717171717172,0.2490981084812253,-0.0006681743178948985,0.2877560343751439,0.6913470354959355,0.4975872468763464,0.4659736784397571,0.005973151427654366,0.008456372531567934,0.10009566641650758,0.03348828958892199,0.03298074473481644,0.0005075448541055488,0.5599173553719008,0.13544536271809,0.14319454869264783,0.08742240774221606,1.2242161258908089
global_global__coverage_050,0.04410890678915891,0.04446951071721483,0.31485243346752184,0.5335575403025917,-0.11409311426794544,0.3897650704211567,0.9799199883958299,45,45,0,0.5333333333333333,0.0037203992466681973,0.0062178011427882485,1.119909903836553,16.6,15.267227043859604,0.04501276360467658,-0.14046837511912347,global_global,Brazil,coverage_050,0.5,0.9660026560424967,0.4576923076923077,0.003,0.6461266046923417,0.17908392846159446,0.008685821226555328,3765.0,0.4547144754316069,0.2449076329038626,0.01243209680279389,0.2785612023428774,0.7150157808463672,0.5205588698553747,0.4651448505977261,0.011114672040970108,0.2044099337202257,0.3142796311888713,0.010158953994795099,0.00519020944071611,0.004968744554078989,0.4818061088977424,0.14103585657370518,0.1334534593609468,0.18334627549540816,0.8512395874245862
global_global__coverage_050,-0.27713821958567864,-0.27437299608026744,-1.5332091065396005,-2.5032726498613203,-0.31677136446870535,-0.8661546681798425,0.9584403378619839,50,50,0,0.4,-0.018598662027739882,-0.013955518723975657,0.45572421257727,14.84,14.576951794878719,-0.2891554211959584,-0.037308999784256835,global_global,France,coverage_050,0.5,0.4885110294117647,0.45933014354066987,0.004,0.5706954656862745,0.16568811938323505,0.011411788228094936,4352.0,0.45197610294117646,0.25678009261172136,-0.035734105232839486,0.26973632320226465,0.731272335751796,0.4768764275109537,0.42940911400528947,0.1155600392373743,-0.0067482892376177685,0.25443851515429045,-0.010766736339171596,-0.0215307638302546,0.010764027491083003,0.4625459558823529,0.16681985294117646,0.11607202089013588,0.09731226264572335,1.0579038977776833
global_global__coverage_050,0.061784100984415335,0.0615325315748263,0.4259182112794169,0.8394559452805296,-0.12200075381009223,0.5043618965716272,0.9715636619086866,62,62,0,0.45161290322580644,0.003407758073914594,-0.004328469148142944,1.1736607032179585,12.0,22.84285044943564,0.063592437023671,-0.04404860734365357,global_global,UK,coverage_050,0.5,0.7029657089898054,0.46729776247848526,0.005,0.3730305838739574,0.17972002988169436,0.010509779106820816,4316.0,0.4453197405004634,0.24463808912031657,0.009738745020241524,0.2779498647003174,0.6850058124671946,0.5622132855551991,0.4799672940301194,0.26220081529975325,0.14278819493349681,0.07254887473525799,0.0024801891245787053,-0.033706526056978145,0.03618671518155685,0.566728452270621,0.198563484708063,0.09828650873610575,0.08365685568793456,0.690255798328677
global_global__coverage_025,0.22611902090820757,0.22711523879073203,1.083602076833525,1.1529462075017989,-0.17163443692566538,1.3232498259605985,0.897464282444334,70,70,0,0.7,0.01026821744073897,0.02034292128751214,1.4254832372789619,9.785714285714286,26.191795807035938,0.2519532256953444,0.3180133915467731,global_global,US,coverage_025,0.25,0.28835978835978837,0.5074626865671642,0.002,0.41321281599059373,0.18665660551914687,0.006549140930885103,4536.0,0.48037918871252205,0.25757027451543646,-0.03186786535804953,0.25850096514643356,0.7094802532786435,0.5180549554771576,0.4908985099646934,0.09586368921022077,0.05043883162110842,-0.15078767427547535,0.011758214685372166,-0.01591138273205473,0.027669597417426896,0.556657848324515,0.18981481481481483,0.11224601172058687,0.09529051161602824,0.6621660735219941
