market,seed,decision_date,candidate_ticker,precedent_cvar_05,forward_realized_mdd_63d,forward_severe_drawdown,forward_extreme_drawdown,baseline_score,pred_utility
India,17,2024-11-13,PIDILITIND.NS,0.1356,-0.14423540803067736,0,0,-5.0906,-0.0325
India,17,2024-11-13,RELIANCE.NS,0.117,-0.08917097000769558,0,0,19.477,0.1074
India,17,2024-11-13,SUNPHARMA.NS,0.0217,-0.09835793039797458,0,0,16.1546,0.1007
India,17,2024-11-13,TCS.NS,0.0671,-0.10082143791713649,0,0,4.6024,0.023
India,17,2024-11-13,TECHM.NS,0.0723,-0.08678472376753166,0,0,-1.2371,-0.0086
India,17,2024-11-13,TITAN.NS,0.0112,-0.09513024285243976,0,0,12.9356,0.0993
India,17,2024-11-13,ULTRACEMCO.NS,0.0267,-0.13242009511358244,0,0,1.5834,-0.0121
India,17,2024-11-28,ASIANPAINT.NS,0.0517,-0.10646866405962563,0,0,0.6076,0.0185
India,17,2024-11-28,BAJFINANCE.NS,0.0785,-0.05551863471780327,0,0,0.7516,0.0315
India,17,2024-11-28,BHARTIARTL.NS,0.0485,-0.06741205518375981,0,0,-1.7598,-0.0176
India,17,2024-11-28,EICHERMOT.NS,0.0043,-0.1425459569074039,0,0,6.5098,0.0896
India,17,2024-11-28,HCLTECH.NS,0.1043,-0.1716213384147237,1,0,-4.0566,-0.0266
India,17,2024-11-28,HDFCBANK.NS,0.0461,-0.12926413759627942,0,0,-5.0497,-0.0707
India,17,2024-11-28,ICICIBANK.NS,0.1958,-0.11139589947152118,0,0,-20.3052,-0.1145
India,17,2024-11-28,INFY.NS,0.1427,-0.1178176937216665,0,0,-7.0677,-0.0724
India,17,2024-11-28,LT.NS,0.035,-0.18421458720036654,1,0,2.9159,0.0362
India,17,2024-11-28,M&M.NS,0.0345,-0.16871168993825314,1,0,5.577,0.0657
India,17,2024-11-28,MARUTI.NS,0.1079,-0.062138740166083895,0,0,-3.3378,-0.0178
India,17,2024-11-28,PIDILITIND.NS,0.1716,-0.1607923895906498,1,0,-4.1684,0.0008
India,17,2024-11-28,RELIANCE.NS,0.0329,-0.09015341669351751,0,0,9.8122,0.0861
India,17,2024-11-28,SUNPHARMA.NS,0.056,-0.1410753183914808,0,0,18.5254,0.1208
India,17,2024-11-28,TCS.NS,0.1086,-0.17380004919533754,1,0,2.6192,0.0318
India,17,2024-11-28,TECHM.NS,0.113,-0.11269764478336275,0,0,-4.3661,-0.0459
India,17,2024-11-28,TITAN.NS,0.0237,-0.11804761473248304,0,0,9.9476,0.095
India,17,2024-11-28,ULTRACEMCO.NS,0.1142,-0.13242009511358244,0,0,-4.8282,-0.0449
India,37,2024-01-01,ASIANPAINT.NS,0.0244,-0.17718854289091712,1,0,12.8438,0.0772
India,37,2024-01-01,BAJFINANCE.NS,0.061,-0.18417135924734407,1,0,13.3304,0.0881
India,37,2024-01-01,BHARTIARTL.NS,0.0976,-0.06714558407346138,0,0,-3.7247,0.0109
India,37,2024-01-01,EICHERMOT.NS,0.0772,-0.1044733826406361,0,0,5.3261,0.0872
India,37,2024-01-01,HCLTECH.NS,0.0311,-0.09374982730358206,0,0,-0.6757,-0.0143
India,37,2024-01-01,HDFCBANK.NS,0.0697,-0.18542158068305648,1,0,25.2387,0.128
India,37,2024-01-01,ICICIBANK.NS,0.0284,-0.03862784120908147,0,0,7.1266,0.0415
India,37,2024-01-01,INFY.NS,0.1142,-0.14386066901269556,0,0,-5.4575,-0.0385
India,37,2024-01-01,LT.NS,0.2665,-0.11100326021272378,0,0,-24.9828,-0.1534
India,37,2024-01-01,M&M.NS,0.1976,-0.08791395480429354,0,0,-6.4767,-0.0416
India,37,2024-01-01,MARUTI.NS,0.068,-0.04331864822148246,0,0,16.42,0.0678
India,37,2024-01-01,PIDILITIND.NS,0.0251,-0.10198348849439243,0,0,10.5393,0.0662
India,37,2024-01-01,RELIANCE.NS,0.0121,-0.05915815130623503,0,0,12.964,0.063
India,37,2024-01-01,SUNPHARMA.NS,0.055,-0.03580991466291239,0,0,-2.1568,-0.0049
India,37,2024-01-01,TCS.NS,0.1829,-0.08967222160215427,0,0,-12.0711,-0.0736
India,37,2024-01-01,TECHM.NS,0.0544,-0.12155953271057052,0,0,-0.7635,-0.0121
India,37,2024-01-01,TITAN.NS,0.0745,-0.08212532886466661,0,0,29.4694,0.1582
India,37,2024-01-01,ULTRACEMCO.NS,0.0496,-0.09659302776208556,0,0,-0.3302,-0.0043
India,37,2024-01-18,ASIANPAINT.NS,0.0143,-0.11734619994196416,0,0,13.8112,0.0874
India,37,2024-01-18,BAJFINANCE.NS,0.0115,-0.13770139206471355,0,0,11.34,0.106
India,37,2024-01-18,BHARTIARTL.NS,0.0956,-0.06714558407346138,0,0,-3.8188,0.009
India,37,2024-01-18,EICHERMOT.NS,0.0772,-0.07571046317635322,0,0,5.2712,0.0749
India,37,2024-01-18,HCLTECH.NS,0.1323,-0.14166256133075517,0,0,-5.6571,-0.0406
India,37,2024-01-18,HDFCBANK.NS,0.0605,-0.06870093198034366,0,0,18.2894,0.2432
India,37,2024-01-18,ICICIBANK.NS,0.0388,-0.04863002667903327,0,0,18.9459,0.0987
India,37,2024-01-18,INFY.NS,0.1285,-0.18398902275985063,1,0,-7.8924,-0.0851
India,37,2024-01-18,LT.NS,0.2665,-0.11100326021272378,0,0,-29.2547,-0.1567
India,37,2024-01-18,M&M.NS,0.1976,-0.08791395480429354,0,0,-9.3974,-0.0613
India,37,2024-01-18,MARUTI.NS,0.0705,-0.04821919288778265,0,0,6.8513,0.0296
India,37,2024-01-18,PIDILITIND.NS,0.0825,-0.07237299992832169,0,0,17.3328,0.1442
India,37,2024-01-18,RELIANCE.NS,0.065,-0.05915815130623503,0,0,-3.5769,-0.0374
India,37,2024-01-18,SUNPHARMA.NS,0.0339,-0.08875247689387111,0,0,5.4929,0.0403
India,37,2024-01-18,TCS.NS,0.1108,-0.093156220967065,0,0,-7.7774,-0.0641
India,37,2024-01-18,TECHM.NS,0.1709,-0.1621506435486968,1,0,-12.3561,-0.1232
India,37,2024-01-18,TITAN.NS,0.061,-0.08833219525802527,0,0,22.1565,0.1207
India,37,2024-01-18,ULTRACEMCO.NS,0.0556,-0.08858235265181902,0,0,1.7538,0.0276
India,37,2024-04-04,ASIANPAINT.NS,0.0527,-0.08916446820606716,0,0,20.7606,0.0837
India,37,2024-04-04,BAJFINANCE.NS,0.1736,-0.11182744205289952,0,0,-11.1231,-0.0719
India,37,2024-04-04,BHARTIARTL.NS,0.0733,-0.06570345317281212,0,0,-4.2866,-0.0272
India,37,2024-04-04,EICHERMOT.NS,0.1027,-0.07899075882032602,0,0,-1.6739,-0.0169
India,37,2024-04-04,HCLTECH.NS,0.1611,-0.14508995355806187,0,0,-11.9918,-0.0584
India,37,2024-04-04,HDFCBANK.NS,0.16,-0.0753682991945861,0,0,36.5098,0.2268
India,37,2024-04-04,ICICIBANK.NS,0.0184,-0.07645559070486552,0,0,21.532,0.0877
India,37,2024-04-04,INFY.NS,0.0038,-0.06341253416735393,0,0,6.2225,0.0259
India,37,2024-04-04,LT.NS,0.2005,-0.14086693739457246,0,0,-17.4894,-0.128
India,37,2024-04-04,M&M.NS,0.1639,-0.044343037311125766,0,0,-10.0403,-0.097
India,37,2024-04-04,MARUTI.NS,0.0156,-0.07513965552733337,0,0,6.8187,0.0575
India,37,2024-04-04,PIDILITIND.NS,0.055,-0.07673006729195664,0,0,3.0073,0.0296
India,37,2024-04-04,RELIANCE.NS,0.1323,-0.07485139657931561,0,0,-5.199,-0.0234
India,37,2024-04-04,SUNPHARMA.NS,0.0038,-0.11702241148037162,0,0,3.3123,0.0028
India,37,2024-04-04,TCS.NS,0.0719,-0.07635422814090631,0,0,-2.3949,-0.0138
India,37,2024-04-04,TECHM.NS,0.1157,-0.08153267007100273,0,0,0.363,0.0459
India,37,2024-04-04,TITAN.NS,0.0504,-0.1629033481384794,1,0,-3.2094,-0.0145
India,37,2024-04-04,ULTRACEMCO.NS,0.0995,-0.0640822389169674,0,0,-1.0924,0.0198
India,37,2024-04-25,ASIANPAINT.NS,0.0779,-0.08916446820606716,0,0,27.0953,0.1384
India,37,2024-04-25,BAJFINANCE.NS,0.0705,-0.10765745135829041,0,0,2.9393,0.0075
India,37,2024-04-25,BHARTIARTL.NS,0.0596,-0.06570345317281212,0,0,1.8132,0.0208
India,37,2024-04-25,EICHERMOT.NS,0.2071,-0.07899075882032602,0,0,-11.3714,-0.0858
India,37,2024-04-25,HCLTECH.NS,0.0154,-0.12173009312400618,0,0,13.6531,0.0613
India,37,2024-04-25,HDFCBANK.NS,0.0858,-0.09306529104302763,0,0,38.7178,0.2711
India,37,2024-04-25,ICICIBANK.NS,0.0476,-0.07645559070486552,0,0,9.6565,0.0729
India,37,2024-04-25,INFY.NS,0.0068,-0.03454624835467168,0,0,8.5079,0.0738
India,37,2024-04-25,LT.NS,0.1225,-0.1267463701947672,0,0,-3.449,-0.0238
India,37,2024-04-25,M&M.NS,0.0927,-0.08241143434970155,0,0,-0.3325,0.0057
India,37,2024-04-25,MARUTI.NS,0.0644,-0.07513965552733337,0,0,4.2872,0.0586
India,37,2024-04-25,PIDILITIND.NS,0.0498,-0.07673006729195664,0,0,5.235,0.0409
India,37,2024-04-25,RELIANCE.NS,0.1217,-0.07485139657931561,0,0,-4.5241,-0.0209
India,37,2024-04-25,SUNPHARMA.NS,0.052,-0.07468061198322251,0,0,10.6121,0.0795
India,37,2024-04-25,TCS.NS,0.0544,-0.07070175670213519,0,0,2.3299,0.0249
India,37,2024-04-25,TECHM.NS,0.0375,-0.08153267007100273,0,0,21.8811,0.1621
India,37,2024-04-25,TITAN.NS,0.1228,-0.12159243922169471,0,0,20.5443,0.1778
India,37,2024-04-25,ULTRACEMCO.NS,0.033,-0.054293936395548914,0,0,9.8734,0.0764
India,37,2024-05-31,ASIANPAINT.NS,0.012,-0.04134600699657098,0,0,7.6171,0.0926
India,37,2024-05-31,BAJFINANCE.NS,0.1608,-0.1158649095493055,0,0,39.5756,0.267
India,37,2024-05-31,BHARTIARTL.NS,0.0289,-0.06570345317281212,0,0,13.979,0.0841
India,37,2024-05-31,EICHERMOT.NS,0.0295,-0.07678562877390616,0,0,30.3986,0.1919
India,37,2024-05-31,HCLTECH.NS,0.0995,-0.05159502672421923,0,0,-5.4497,-0.0257
India,37,2024-05-31,HDFCBANK.NS,0.1758,-0.09467683001190008,0,0,42.3815,0.2997
India,37,2024-05-31,ICICIBANK.NS,0.084,-0.07633615451023734,0,0,-8.5033,-0.0444
India,37,2024-05-31,INFY.NS,0.0652,-0.07224969061341313,0,0,-9.2473,-0.0637
India,37,2024-05-31,LT.NS,0.0853,-0.1267463701947672,0,0,1.1094,0.0285
India,37,2024-05-31,M&M.NS,0.0129,-0.10455155713123632,0,0,6.8817,0.0468
India,37,2024-05-31,MARUTI.NS,0.01,-0.08334178390866809,0,0,12.8797,0.1159
India,37,2024-05-31,PIDILITIND.NS,0.0519,-0.0488482164460764,0,0,5.1136,0.0473
India,37,2024-05-31,RELIANCE.NS,0.0613,-0.09593037052299669,0,0,9.2162,0.0795
India,37,2024-05-31,SUNPHARMA.NS,0.058,-0.03530685298857217,0,0,13.8788,0.0727
India,37,2024-05-31,TCS.NS,0.0086,-0.05504764963469799,0,0,15.9869,0.1048
India,37,2024-05-31,TECHM.NS,0.0262,-0.06307909575927939,0,0,9.1575,0.0684
India,37,2024-05-31,TITAN.NS,0.1011,-0.11771319504064903,0,0,13.7793,0.1401
India,37,2024-05-31,ULTRACEMCO.NS,0.0705,-0.08193095544667295,0,0,3.7906,0.0277
India,37,2024-07-09,ASIANPAINT.NS,0.0107,-0.09487924669221748,0,0,2.2275,-0.0159
India,37,2024-07-09,BAJFINANCE.NS,0.0471,-0.09163151441372008,0,0,20.9411,0.107
India,37,2024-07-09,BHARTIARTL.NS,0.0072,-0.07351356616110472,0,0,4.8023,0.0235
India,37,2024-07-09,EICHERMOT.NS,0.0754,-0.07795398192905967,0,0,1.6774,0.0168
India,37,2024-07-09,HCLTECH.NS,0.1714,-0.05159502672421923,0,0,-23.1148,-0.0778
India,37,2024-07-09,HDFCBANK.NS,0.1033,-0.09288174935491245,0,0,17.0088,0.1559
India,37,2024-07-09,ICICIBANK.NS,0.0556,-0.07811271972880718,0,0,-1.3454,-0.0033
India,37,2024-07-09,INFY.NS,0.3035,-0.07224969061341313,0,0,-35.969,-0.164
India,37,2024-07-09,LT.NS,0.0171,-0.09086500039753209,0,0,9.3449,0.0622
India,37,2024-07-09,M&M.NS,0.1505,-0.1023013888883001,0,0,-4.774,-0.0518
India,37,2024-07-09,MARUTI.NS,0.0491,-0.08334178390866809,0,0,2.1826,0.0485
India,37,2024-07-09,PIDILITIND.NS,0.0918,-0.062480442541982595,0,0,5.9682,0.0531
India,37,2024-07-09,RELIANCE.NS,0.0256,-0.13889583518163162,0,0,11.1606,0.0818
India,37,2024-07-09,SUNPHARMA.NS,0.0346,-0.02229689037187299,0,0,19.0062,0.0929
India,37,2024-07-09,TCS.NS,0.0362,-0.07049125667249079,0,0,0.8929,-0.0203
India,37,2024-07-09,TECHM.NS,0.1061,-0.06307909575927939,0,0,-2.6913,0.0131
India,37,2024-07-09,TITAN.NS,0.0767,-0.08645503998437498,0,0,14.2825,0.1076
India,37,2024-07-09,ULTRACEMCO.NS,0.1011,-0.08193095544667295,0,0,-1.7018,-0.0289
India,37,2024-08-06,ASIANPAINT.NS,0.0615,-0.14658985560043314,0,0,-2.3868,-0.0166
India,37,2024-08-06,BAJFINANCE.NS,0.044,-0.14037652930130806,0,0,16.1277,0.0797
India,37,2024-08-06,BHARTIARTL.NS,0.1317,-0.10880241153052084,0,0,-9.0306,-0.0749
India,37,2024-08-06,EICHERMOT.NS,0.096,-0.09303511398292419,0,0,-2.7495,-0.0001
India,37,2024-08-06,HCLTECH.NS,0.0233,-0.061092480553397444,0,0,9.2265,0.0781
India,37,2024-08-06,HDFCBANK.NS,0.175,-0.09288174935491245,0,0,37.0782,0.2168
India,37,2024-08-06,ICICIBANK.NS,0.1029,-0.08625643949616968,0,0,-9.8032,-0.0329
India,37,2024-08-06,INFY.NS,0.1156,-0.09853484793877454,0,0,-6.7191,-0.0431
India,37,2024-08-06,LT.NS,0.0583,-0.1232241279733629,0,0,1.4076,0.0115
India,37,2024-08-06,M&M.NS,0.0152,-0.15233389122941576,1,0,11.7459,0.1659
India,37,2024-08-06,MARUTI.NS,0.0331,-0.18151098478728256,1,0,5.6819,0.0713
India,37,2024-08-06,PIDILITIND.NS,0.0987,-0.08109233357951229,0,0,2.9531,0.0293
India,37,2024-08-06,RELIANCE.NS,0.023,-0.14678856154470454,0,0,11.5812,0.0814
India,37,2024-08-06,SUNPHARMA.NS,0.0311,-0.07445984958880947,0,0,4.0307,0.0229
India,37,2024-08-06,TCS.NS,0.1431,-0.12735199855317558,0,0,-8.1078,-0.0805
India,37,2024-08-06,TECHM.NS,0.1028,-0.06791420671123205,0,0,-2.8584,0.0082
India,37,2024-08-06,TITAN.NS,0.0752,-0.15741572506734736,1,0,-1.1512,0.0032
India,37,2024-08-06,ULTRACEMCO.NS,0.1437,-0.10874016699628286,0,0,-8.8112,-0.0443
India,37,2024-10-09,ASIANPAINT.NS,0.2472,-0.26469696181523983,1,1,-3.4139,0.0166
India,37,2024-10-09,BAJFINANCE.NS,0.0078,-0.11667823715700898,0,0,21.6888,0.2332
India,37,2024-10-09,BHARTIARTL.NS,0.1771,-0.12041865848916944,0,0,-12.451,-0.0839
India,37,2024-10-09,EICHERMOT.NS,0.0456,-0.07366353348221355,0,0,2.2777,0.0204
India,37,2024-10-09,HCLTECH.NS,0.0334,-0.061092480553397444,0,0,24.9932,0.1723
India,37,2024-10-09,HDFCBANK.NS,0.1186,-0.10896221445423182,0,0,32.6429,0.2614
India,37,2024-10-09,ICICIBANK.NS,0.0692,-0.062179549738267226,0,0,0.1595,-0.001
India,37,2024-10-09,INFY.NS,0.0634,-0.09853484793877454,0,0,15.2364,0.0909
India,37,2024-10-09,LT.NS,0.0723,-0.10624990308121673,0,0,-3.8729,-0.0694
India,37,2024-10-09,M&M.NS,0.1458,-0.15233389122941576,1,0,-10.7994,-0.1263
India,37,2024-10-09,MARUTI.NS,0.0705,-0.17054107660726592,1,0,4.5745,0.0437
India,37,2024-10-09,PIDILITIND.NS,0.128,-0.10875619485388599,0,0,-5.4345,-0.0303
India,37,2024-10-09,RELIANCE.NS,0.0918,-0.12316310843779044,0,0,1.8099,0.0398
India,37,2024-10-09,SUNPHARMA.NS,0.0762,-0.10182048291682178,0,0,7.2789,0.0464
India,37,2024-10-09,TCS.NS,0.0287,-0.09959993339059114,0,0,1.3784,-0.0138
India,37,2024-10-09,TECHM.NS,0.2385,-0.08550431082162357,0,0,-18.345,-0.1263
India,37,2024-10-09,TITAN.NS,0.0724,-0.11048876196822355,0,0,8.3462,0.074
India,37,2024-10-09,ULTRACEMCO.NS,0.1134,-0.06991650111124803,0,0,24.2044,0.1799
India,37,2024-11-05,ASIANPAINT.NS,0.0932,-0.2339771521045514,1,1,-2.0603,-0.003
India,37,2024-11-05,BAJFINANCE.NS,0.2116,-0.07715308921294461,0,0,3.138,0.0584
India,37,2024-11-05,BHARTIARTL.NS,0.1318,-0.06163219882269633,0,0,-13.144,-0.0541
India,37,2024-11-05,EICHERMOT.NS,0.062,-0.06998067649489892,0,0,4.1305,0.0338
India,37,2024-11-05,HCLTECH.NS,0.0765,-0.14331829965739873,0,0,10.4984,0.1162
India,37,2024-11-05,HDFCBANK.NS,0.0151,-0.12926413759627942,0,0,26.2027,0.2077
India,37,2024-11-05,ICICIBANK.NS,0.1318,-0.11139589947152118,0,0,-11.3387,-0.0823
India,37,2024-11-05,INFY.NS,0.0929,-0.09951494416441697,0,0,-1.992,-0.0086
India,37,2024-11-05,LT.NS,0.1287,-0.16672161357576543,1,0,-7.4567,-0.0893
India,37,2024-11-05,M&M.NS,0.0136,-0.1275887740942877,0,0,4.2523,0.0564
India,37,2024-11-05,MARUTI.NS,0.0707,-0.058168234781484585,0,0,16.0684,0.1382
India,37,2024-11-05,PIDILITIND.NS,0.1611,-0.14423540803067736,0,0,-12.5827,-0.0565
India,37,2024-11-05,RELIANCE.NS,0.0662,-0.09057982088396399,0,0,1.0594,-0.0001
India,37,2024-11-05,SUNPHARMA.NS,0.0551,-0.09759505528509105,0,0,20.6331,0.15
India,37,2024-11-05,TCS.NS,0.0874,-0.09959993339059114,0,0,12.8979,0.0923
India,37,2024-11-05,TECHM.NS,0.0929,-0.08678472376753166,0,0,0.2224,0.0274
India,37,2024-11-05,TITAN.NS,0.1931,-0.07287297538212256,0,0,-10.0257,-0.0199
India,37,2024-11-05,ULTRACEMCO.NS,0.1427,-0.13242009511358244,0,0,27.0304,0.2168
China,7,2024-01-02,000333.SZ,0.0333,-0.08396373854298556,0,0,9.193,0.0455
China,7,2024-01-02,000725.SZ,0.1967,-0.0773196035946947,0,0,-17.0955,-0.136
China,7,2024-01-02,000858.SZ,0.0663,-0.09055096785626127,0,0,14.2257,0.1394
China,7,2024-01-02,002230.SZ,0.1197,-0.15121947023486293,1,0,-5.5356,-0.0789
China,7,2024-01-02,002241.SZ,0.1976,-0.299759041973655,1,1,3.32,0.1586
China,7,2024-01-02,002415.SZ,0.2956,-0.12612103502829408,0,0,-28.604,-0.2753
China,7,2024-01-02,002475.SZ,0.1062,-0.2498528001028255,1,1,0.4202,0.0126
China,7,2024-01-02,002594.SZ,0.0357,-0.15133645765544523,1,0,16.5956,0.1635
China,7,2024-01-02,300059.SZ,0.1056,-0.11538454669740927,0,0,-0.1047,0.0101
China,7,2024-01-02,600036.SS,0.0287,-0.06666664869588756,0,0,15.444,0.1194
China,7,2024-01-02,600196.SS,0.0307,-0.15138160396193967,1,0,8.3314,0.1056
China,7,2024-01-02,600276.SS,0.1648,-0.19158990583686353,1,0,35.4664,0.2908
China,7,2024-01-02,600309.SS,0.0249,-0.1053258008424478,0,0,11.7142,0.0726
China,7,2024-01-02,600519.SS,0.0327,-0.06906735705686573,0,0,14.0978,0.1157
China,7,2024-01-02,600887.SS,0.0104,-0.06595675749552421,0,0,23.4975,0.1806
China,7,2024-01-02,601012.SS,0.3469,-0.2030701439470246,1,1,23.4865,0.3761
China,7,2024-01-02,601318.SS,0.0069,-0.1105060051940705,0,0,14.8759,0.0883
China,7,2024-01-02,601888.SS,0.3089,-0.11875564928114413,0,0,-15.9727,-0.238
China,7,2024-01-29,000333.SZ,0.1178,-0.08396373854298556,0,0,3.1533,0.015
China,7,2024-01-29,000725.SZ,0.1853,-0.04622880803186791,0,0,-14.004,-0.0899
China,7,2024-01-29,000858.SZ,0.0878,-0.10726305952579307,0,0,26.0385,0.2176
China,7,2024-01-29,002230.SZ,0.1171,-0.20163585151737673,1,1,0.9659,-0.0181
China,7,2024-01-29,002241.SZ,0.096,-0.18377483641552805,1,0,10.3728,0.2953
China,7,2024-01-29,002415.SZ,0.1605,-0.13340800685615395,0,0,-11.023,-0.1132
China,7,2024-01-29,002475.SZ,0.0153,-0.17116835165478883,1,0,11.8288,0.1741
China,7,2024-01-29,002594.SZ,0.0152,-0.07531877754715544,0,0,20.6363,0.2125
China,7,2024-01-29,300059.SZ,0.0924,-0.13817661019296157,0,0,17.2142,0.1992
China,7,2024-01-29,600036.SS,0.0794,-0.06666664869588756,0,0,13.7976,0.0706
China,7,2024-01-29,600196.SS,0.0173,-0.12831506589539776,0,0,27.9338,0.2371
China,7,2024-01-29,600276.SS,0.1745,-0.1184431243797387,0,0,27.6624,0.2856
China,7,2024-01-29,600309.SS,0.0272,-0.06863820937703247,0,0,10.351,0.1046
China,7,2024-01-29,600519.SS,0.048,-0.06359311541106238,0,0,7.4392,0.0788
China,7,2024-01-29,600887.SS,0.0032,-0.08725523282281877,0,0,27.8257,0.1728
China,7,2024-01-29,601012.SS,0.2748,-0.18458780044482637,1,0,39.714,0.8443
China,7,2024-01-29,601318.SS,0.1064,-0.1427274679108398,0,0,1.8866,0.0117
China,7,2024-01-29,601888.SS,0.1751,-0.20026766693255738,1,1,8.6408,0.2468
China,7,2024-01-30,000333.SZ,0.1547,-0.08396373854298556,0,0,4.1162,0.0296
China,7,2024-01-30,000725.SZ,0.1853,-0.04622880803186791,0,0,-11.7627,-0.0773
China,7,2024-01-30,000858.SZ,0.1155,-0.10726305952579307,0,0,18.434,0.1719
China,7,2024-01-30,002230.SZ,0.0508,-0.20163585151737673,1,1,2.7478,0.0311
China,7,2024-01-30,002241.SZ,0.096,-0.18377483641552805,1,0,15.9273,0.3129
China,7,2024-01-30,002415.SZ,0.1129,-0.13340800685615395,0,0,-8.5154,-0.0848
China,7,2024-01-30,002475.SZ,0.0405,-0.17116835165478883,1,0,14.8864,0.1922
China,7,2024-01-30,002594.SZ,0.0547,-0.07531877754715544,0,0,21.3858,0.2263
China,7,2024-01-30,300059.SZ,0.0778,-0.13817661019296157,0,0,14.2354,0.1528
China,7,2024-01-30,600036.SS,0.0794,-0.06666664869588756,0,0,10.2854,0.0605
China,7,2024-01-30,600196.SS,0.1022,-0.12831506589539776,0,0,25.4969,0.2219
China,7,2024-01-30,600276.SS,0.0454,-0.1184431243797387,0,0,14.5077,0.1387
China,7,2024-01-30,600309.SS,0.0272,-0.049550878352417005,0,0,10.005,0.1014
China,7,2024-01-30,600519.SS,0.048,-0.06359311541106238,0,0,6.166,0.0834
China,7,2024-01-30,600887.SS,0.0032,-0.08725523282281877,0,0,31.1785,0.1865
China,7,2024-01-30,601012.SS,0.3379,-0.18458780044482637,1,0,43.462,0.8508
China,7,2024-01-30,601318.SS,0.0721,-0.1427274679108398,0,0,0.5872,-0.0073
China,7,2024-01-30,601888.SS,0.1211,-0.20026766693255738,1,1,10.0634,0.2505
China,7,2024-03-25,000333.SZ,0.0011,-0.08371558402077206,0,0,6.637,0.0471
China,7,2024-03-25,000725.SZ,0.2254,-0.12864155901038632,0,0,-11.767,-0.0562
China,7,2024-03-25,000858.SZ,0.1155,-0.18601397330463487,1,0,17.9371,0.1817
China,7,2024-03-25,002230.SZ,0.345,-0.17089883860464117,1,0,-12.7827,-0.106
China,7,2024-03-25,002241.SZ,0.19,-0.12485197265546055,0,0,-8.0814,-0.0906
China,7,2024-03-25,002415.SZ,0.0596,-0.08328359831879084,0,0,11.7518,0.1239
China,7,2024-03-25,002475.SZ,0.0125,-0.14733449025141154,0,0,11.0469,0.1587
China,7,2024-03-25,002594.SZ,0.0703,-0.0978772617904563,0,0,1.9205,0.013
China,7,2024-03-25,300059.SZ,0.4943,-0.20301885527664887,1,1,60.3992,0.6393
China,7,2024-03-25,600036.SS,0.0213,-0.10936233977927723,0,0,54.8591,0.3287
China,7,2024-03-25,600196.SS,0.0458,-0.0998356105361039,0,0,19.2969,0.2066
China,7,2024-03-25,600276.SS,0.1281,-0.18568701796815468,1,0,-0.9412,0.013
China,7,2024-03-25,600309.SS,0.0558,-0.1207045840122487,0,0,13.8683,0.0994
China,7,2024-03-25,600519.SS,0.0198,-0.15379399531277282,1,0,35.8246,0.209
China,7,2024-03-25,600887.SS,0.0304,-0.08594963493457364,0,0,34.5148,0.2302
China,7,2024-03-25,601012.SS,0.9644,-0.306627070243393,1,1,88.4217,0.9571
China,7,2024-03-25,601318.SS,0.0295,-0.0915090094116795,0,0,11.529,0.09
China,7,2024-03-25,601888.SS,0.5974,-0.26878766679259614,1,1,87.2599,0.8949
China,7,2024-03-27,000333.SZ,0.0032,-0.09690364966097598,0,0,6.6639,0.0443
China,7,2024-03-27,000725.SZ,0.2254,-0.12864155901038632,0,0,-14.0933,-0.0633
China,7,2024-03-27,000858.SZ,0.0053,-0.18601397330463487,1,0,13.1821,0.1289
China,7,2024-03-27,002230.SZ,0.2236,-0.17089883860464117,1,0,-6.2237,-0.0518
China,7,2024-03-27,002241.SZ,0.1177,-0.10903622137067392,0,0,0.5208,0.043
China,7,2024-03-27,002415.SZ,0.0234,-0.10089556162398416,0,0,14.2029,0.1291
China,7,2024-03-27,002475.SZ,0.0966,-0.11294127373763474,0,0,8.2486,0.1285
China,7,2024-03-27,002594.SZ,0.0907,-0.0978772617904563,0,0,-1.1322,-0.0159
China,7,2024-03-27,300059.SZ,0.2651,-0.2249055959334012,1,1,50.9129,0.4691
China,7,2024-03-27,600036.SS,0.0573,-0.10936233977927723,0,0,32.7876,0.2488
China,7,2024-03-27,600196.SS,0.0174,-0.0998356105361039,0,0,15.627,0.1897
China,7,2024-03-27,600276.SS,0.1578,-0.2066482564977885,1,1,-2.8878,-0.001
China,7,2024-03-27,600309.SS,0.0726,-0.1267941852674931,0,0,12.8182,0.0908
China,7,2024-03-27,600519.SS,0.015,-0.1693698913470727,1,0,29.4172,0.1828
China,7,2024-03-27,600887.SS,0.0974,-0.08594963493457364,0,0,28.8338,0.179
China,7,2024-03-27,601012.SS,0.9579,-0.3141439486479366,1,1,84.2426,0.971
China,7,2024-03-27,601318.SS,0.0305,-0.0915090094116795,0,0,8.7707,0.0675
China,7,2024-03-27,601888.SS,0.5974,-0.27674453179008573,1,1,86.0534,0.8932
China,7,2024-04-18,000333.SZ,0.0119,-0.09934048452764799,0,0,7.1776,0.0661
China,7,2024-04-18,000725.SZ,0.2254,-0.12864155901038632,0,0,-8.6558,-0.0542
China,7,2024-04-18,000858.SZ,0.052,-0.19955493973300176,1,0,18.4948,0.2342
China,7,2024-04-18,002230.SZ,0.0056,-0.17729274523263538,1,0,12.1062,0.2097
China,7,2024-04-18,002241.SZ,0.86,-0.062245418987485146,0,0,76.1354,0.9142
China,7,2024-04-18,002415.SZ,0.1201,-0.12447769030224287,0,0,32.4507,0.23
China,7,2024-04-18,002475.SZ,0.0585,-0.07991659341873969,0,0,11.987,0.2375
