security,session,classification,original_open,original_high,original_low,original_close,corrected_high,corrected_low,violations,max_abs_violation,max_rel_violation,reason
Brazil_FLRY3.SA,2014-08-06,ROUNDOFF_ONLY,3.9993941788330005,3.9993941788330005,3.872386455535889,3.8723864555358887,3.9993941788330005,3.8723864555358887,low > close,4.440892098500626e-16,1.1468101516965108e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_FLRY3.SA,2014-10-21,ROUNDOFF_ONLY,3.621073246002197,3.621073246002197,3.621073246002197,3.6210732460021973,3.6210732460021973,3.621073246002197,high < close,4.440892098500626e-16,1.2264021732793005e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_FLRY3.SA,2017-04-25,ROUNDOFF_ONLY,13.794435386164057,14.398057937622069,13.665744994814837,14.39805793762207,14.39805793762207,13.665744994814837,high < close,1.7763568394002505e-15,1.2337475283792524e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2014-06-05,ROUNDOFF_ONLY,7.826804989968095,7.878238518488092,7.685922622680665,7.685922622680664,7.878238518488092,7.685922622680664,low > close,8.881784197001252e-16,1.1555911545078111e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2015-11-13,ROUNDOFF_ONLY,8.04628186277173,8.069132471673386,7.892040252685548,7.892040252685547,8.069132471673386,7.892040252685547,low > close,8.881784197001252e-16,1.1254104024594793e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2016-08-17,ROUNDOFF_ONLY,10.839729503727488,11.004878044128416,10.752652000026906,11.004878044128418,11.004878044128418,10.752652000026906,high < close,1.7763568394002505e-15,1.6141540435770793e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2017-02-15,ROUNDOFF_ONLY,13.556926202793441,14.007255554199217,13.506515469102002,14.007255554199219,14.007255554199219,13.506515469102002,high < close,1.7763568394002505e-15,1.2681690803218896e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2017-03-14,ROUNDOFF_ONLY,13.58673428158858,13.775200417931204,13.514774322509767,13.514774322509766,13.775200417931204,13.514774322509766,low > close,1.7763568394002505e-15,1.3143814295453005e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2017-10-12,ROUNDOFF_ONLY,15.61808109283447,15.61808109283447,15.61808109283447,15.618081092834473,15.618081092834473,15.61808109283447,high < close,1.7763568394002505e-15,1.1373720169856447e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2017-10-20,ROUNDOFF_ONLY,15.413307344817206,15.437602492326675,15.271009445190431,15.27100944519043,15.437602492326675,15.27100944519043,low > close,1.7763568394002505e-15,1.1632216231519064e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2017-11-15,ROUNDOFF_ONLY,14.2071008682251,14.2071008682251,14.2071008682251,14.207100868225098,14.2071008682251,14.207100868225098,low > close,1.7763568394002505e-15,1.2503302791163837e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2017-12-29,ROUNDOFF_ONLY,14.841008186340334,14.841008186340334,14.841008186340334,14.841008186340332,14.841008186340334,14.841008186340332,low > close,1.7763568394002505e-15,1.1969246408981902e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_ITUB4.SA,2020-09-01,ROUNDOFF_ONLY,14.944168469509817,15.23841857910156,14.856519443123235,15.238418579101562,15.238418579101562,14.856519443123235,high < close,1.7763568394002505e-15,1.1657094403722452e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_KLBN11.SA,2014-03-18,ROUNDOFF_ONLY,5.685515623974734,5.912301063537597,5.607094873689679,5.912301063537598,5.912301063537598,5.607094873689679,high < close,8.881784197001252e-16,1.502255061363008e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_KLBN11.SA,2014-05-12,ROUNDOFF_ONLY,6.441113089509565,6.478530406951903,6.393005271756305,6.478530406951904,6.478530406951904,6.393005271756305,high < close,8.881784197001252e-16,1.3709566273657516e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_KLBN11.SA,2014-09-05,ROUNDOFF_ONLY,6.664290906857176,6.821671962738036,6.631728515981843,6.821671962738037,6.821671962738037,6.631728515981843,high < close,8.881784197001252e-16,1.3019952066760393e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_KLBN11.SA,2014-10-02,ROUNDOFF_ONLY,6.517765853723843,6.620878219604491,6.306114821129894,6.620878219604492,6.620878219604492,6.306114821129894,high < close,8.881784197001252e-16,1.3414812812448646e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_KLBN11.SA,2014-11-05,ROUNDOFF_ONLY,6.680572052274941,6.745695114135741,6.582886596979941,6.745695114135742,6.745695114135742,6.582886596979941,high < close,8.881784197001252e-16,1.3166595950044187e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_KLBN11.SA,2015-01-05,ROUNDOFF_ONLY,7.745499540450787,7.750970031891346,7.625159740447999,7.625159740447998,7.750970031891346,7.625159740447998,low > close,8.881784197001252e-16,1.164799754933321e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_KLBN11.SA,2015-08-17,ROUNDOFF_ONLY,11.567504971180808,11.668140411376951,11.489232698863624,11.668140411376953,11.668140411376953,11.489232698863624,high < close,1.7763568394002505e-15,1.5223992656689526e-16,Bounded roundoff within 4 ULPs; normalized minimally
Brazil_KLBN11.SA,2015-08-20,ROUNDOFF_ONLY,11.679323748824196,11.679323748824196,11.293554306030275,11.293554306030273,11.679323748824196,11.293554306030273,low > close,1.7763568394002505e-15,1.5728944061939402e-16,Bounded roundoff within 4 ULPs; normalized minimally
