system,market,seed,condition,replication_id,rank_spearman_rho,rank_kendall_tau,top1_hit_agreement,top3_set_overlap
P0,US,37,Same-Date Cross-Candidate Bundle Swap,20,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.0
P0,US,37,Matched Random Precedent Replacement,20,0.375,0.36111111111111116,0.3333333333333333,0.4166666666666667
P0,US,37,Same-Date Cross-Candidate Bundle Swap,21,0.9166666666666666,0.888888888888889,1.0,1.0
P0,US,37,Matched Random Precedent Replacement,21,0.16666666666666663,0.19444444444444442,0.25,0.4166666666666667
P0,US,37,Same-Date Cross-Candidate Bundle Swap,22,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.0
P0,US,37,Matched Random Precedent Replacement,22,0.08333333333333333,0.08333333333333333,0.25,0.4166666666666667
P0,US,37,Same-Date Cross-Candidate Bundle Swap,23,0.875,0.8888888888888888,0.9166666666666666,1.0
P0,US,37,Matched Random Precedent Replacement,23,0.25,0.25,0.3333333333333333,0.4166666666666667
P0,US,37,Same-Date Cross-Candidate Bundle Swap,24,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.0
P0,US,37,Matched Random Precedent Replacement,24,0.375,0.36111111111111116,0.3333333333333333,0.4166666666666667
P0,US,37,Same-Date Cross-Candidate Bundle Swap,25,0.875,0.8888888888888888,0.9166666666666666,1.0
P0,US,37,Matched Random Precedent Replacement,25,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667
P0,US,37,Same-Date Cross-Candidate Bundle Swap,26,0.9166666666666666,0.888888888888889,1.0,1.0
P0,US,37,Matched Random Precedent Replacement,26,0.2916666666666667,0.3055555555555555,0.3333333333333333,0.4166666666666667
P0,US,37,Same-Date Cross-Candidate Bundle Swap,27,0.9583333333333334,0.9444444444444445,1.0,1.0
P0,US,37,Matched Random Precedent Replacement,27,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667
