draw_id,delta_sharpe_L5,sharpe_P0*_L5,sharpe_P1_L5,delta_sharpe_L10,sharpe_P0*_L10,sharpe_P1_L10,delta_sharpe_L21,sharpe_P0*_L21,sharpe_P1_L21,delta_sharpe_L63,sharpe_P0*_L63,sharpe_P1_L63
98,0.10654218339602742,0.30122298414995413,0.1946808007539267,0.0736946208686372,0.4015939844977886,0.3278993636291514,-0.19975639083671648,0.38022150355004414,0.5799778943867606,-0.0675196848304539,0.5861621604102599,0.6536818452407138
99,0.11514496281126269,0.36700543195237617,0.2518604691411135,-0.03163762312226559,0.38874753881772417,0.42038516193998976,-0.16596444079933104,0.331067752172224,0.49703219297155504,-0.023228521581216688,0.33790503149532686,0.36113355307654355
100,0.2019956237229941,0.2935085918414106,0.0915129681184165,0.02058727306327074,0.3386483651660654,0.31806109210279465,-0.07282729977127589,0.6104709190836588,0.6832982188549347,-0.07418332113840156,0.1450642544301142,0.21924757556851576
101,0.08758789295235947,0.5948447582283256,0.5072568652759661,-0.06320373624689224,0.3984511721334306,0.46165490838032286,0.02444391606608365,0.7957778567527669,0.7713339406866833,-0.2101817468226489,0.26832477052461035,0.47850651734725924
102,0.160129106887003,0.28321482689765526,0.12308572001065225,-0.02050126624876547,0.5427291711234732,0.5632304373722387,-0.13759895437681663,0.31788050634993925,0.4554794607267559,-0.04937656056246004,0.2200032584680891,0.26937981903054914
103,-0.1276245238312056,0.025787584612239636,0.15341210844344524,0.03789557510102626,0.4851755097920733,0.44727993469104704,-0.013098369997676995,0.4072633552285379,0.4203617252262149,-0.06751385274842524,0.08405710475609808,0.15157095750452332
104,0.08468485354363653,0.010689173777958834,-0.0739956797656777,0.15270865672311454,0.13626022679403957,-0.016448429929074974,-0.06549697885880024,0.42695884484917046,0.4924558237079707,-0.056145646308606245,0.4639229170632511,0.5200685633718574
105,-0.0504830541600903,0.37463802022547216,0.42512107438556246,-0.05168357815951996,-0.1669848225952035,-0.11530124443568354,0.13871107685924794,0.5422261765819403,0.40351509972269234,-0.14750624841033388,0.22593740582515015,0.37344365423548403
106,-0.0053352521958579535,0.6303084123878339,0.6356436645836918,0.1069877920929755,0.063447840859881,-0.043539951233094495,0.2669523145531106,0.5874787047582208,0.32052639020511026,-0.07351455297578091,0.19058285609858155,0.26409740907436247
107,0.08117920780274508,-0.10806279346612781,-0.1892420012688729,0.0193900692784697,0.4200908898349342,0.4007008205564645,-0.017670132971622066,0.3572099334890201,0.37488006646064215,-0.12305229640380473,0.07659800974439825,0.19965030614820298
108,0.17759401804214664,0.3232291827965724,0.14563516475442578,0.058359790413759674,0.16498155608442047,0.1066217656706608,-0.18686577250860745,-0.18008697494680714,0.006778797561800292,0.08616137851198559,0.1802909510198278,0.09412957250784222
109,0.1009577796693481,0.3745271396101604,0.2735693599408123,0.06927569042334245,0.24483490154123203,0.17555921111788958,-0.049059773542448226,0.39248100735637176,0.44154078089882,-0.11340145568635866,0.04513732928099652,0.15853878496735518
110,-0.10983397831820305,-0.016519437525234652,0.0933145407929684,0.14083502124950473,0.3770764686405697,0.23624144739106498,0.08090545216306388,0.4747897336223001,0.3938842814592362,-0.046019007559813196,0.13916056932392706,0.18517957688374026
111,0.0744677728780582,0.03338862772067852,-0.041079145157379676,0.12973946078407173,0.9269060675786505,0.7971666067945787,0.06890260321421826,0.5008830596388,0.4319804564245817,0.013712025844256848,0.33302540560391325,0.3193133797596564
112,-0.1005810811449872,0.33958694505778836,0.44016802620277556,0.09132082017261534,0.30387812426862876,0.21255730409601342,0.17523106462192767,0.27284340400678153,0.09761233938485388,-0.11030989707737235,0.042054096093993965,0.1523639931713663
113,-0.0690718023274699,0.4885822367599666,0.5576540390874365,0.04090811117966231,0.1659298437673042,0.1250217325876419,0.1294951594726943,0.41878690954432446,0.28929175007163016,-0.06410577943618609,0.1946402498646095,0.2587460293007956
